from_venue	to_venue	to_display_name	mentions	same_discipline	to_coverage	to_tier	to_region
international-symposium-on-robotics-research	iros	IROS	4	no	depth	field	international
international-symposium-on-robotics-research	rss	RSS	4	no	depth	field	international
interspeech	isca	ISCA	41	yes	depth	field	international
interspeech	icassp	ICASSP	15	yes	depth	field	international
interspeech	american-sociological-review	American Sociological Review	13	no	depth	top-3 sociology	international
interspeech	european-economic-review	European Economic Review	10	no	depth	field	international
interspeech	acl	ACL	8	yes	depth	field	international
interspeech	ieee-automatic-speech-recognition-and-understanding-workshop	IEEE Automatic Speech Recognition and Understanding Workshop	6	no	breadth	field	international
interspeech	ieee-spoken-language-technology-workshop	IEEE Spoken Language Technology Workshop	6	no	breadth	field	international
interspeech	neurips	NeurIPS	5	yes	depth	field	international
ipsn	sensys	SenSys	58	yes	depth	field	international
ipsn	comparative-political-studies	Comparative Political Studies	35	no	depth	field	international
ipsn	mobicom	MobiCom	14	yes	depth	field	international
ipsn	mobisys	MobiSys	11	yes	depth	field	international
ipsn	infocom	INFOCOM	10	yes	depth	field	international
ipsn	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	5	no	breadth	field	international
ipsn	nsdi	NSDI	3	yes	depth	field	international
ipsn	icassp	ICASSP	2	yes	depth	field	international
iros	icra	ICRA	31	yes	depth	field	international
iros	corl	CoRL	17	yes	depth	field	international
iros	rss	RSS	10	yes	depth	field	international
iros	ieee-international-conference-on-automation-science-and-engineering	IEEE International Conference on Automation Science and Engineering	5	no	breadth	field	international
iros	hri	HRI	4	yes	depth	field	international
iros	ase	ASE	3	yes	depth	field	international
iros	cvpr	CVPR	2	yes	depth	field	international
isca	micro	MICRO	17	yes	depth	field	international
isca	hpca	HPCA	12	yes	depth	field	international
isca	asplos	ASPLOS	11	yes	depth	field	international
issta	fse	FSE	14	yes	depth	field	international
issta	icse	ICSE	13	yes	depth	field	international
issta	cav	CAV	12	yes	depth	field	international
issta	ase	ASE	11	yes	depth	field	international
issta	pldi	PLDI	10	yes	depth	field	international
issta	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	5	no	breadth	field	international
issta	popl	POPL	5	yes	depth	field	international
issta	tacas	TACAS	2	yes	depth	field	international
issues-in-agricultural-economy	economic-problems	经济问题	9	yes	breadth	field	china
issues-in-agricultural-economy	journal-of-agrotechnical-economics	农业技术经济	5	yes	breadth	field	china
issues-in-agricultural-economy	rural-economy	农村经济	2	no	breadth	field	china
itcs	stoc	STOC	27	yes	depth	field	international
itcs	focs	FOCS	23	yes	depth	field	international
itcs	soda	SODA	17	yes	depth	field	international
itcs	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	7	no	breadth	field	international
itcs	icalp	ICALP	3	yes	depth	field	international
jacs-au	journal-of-the-american-chemical-society	Journal of the American Chemical Society	24	no	depth	field	international
jama	nejm	NEJM	8	yes	depth	field	international
jama	the-lancet	The Lancet	2	yes	breadth	field	international
jama-cardiology	jama	JAMA	17	no	depth	field	international
jama-internal-medicine	jama	JAMA	16	no	depth	field	international
jama-neurology	jama	JAMA	17	no	depth	field	international
jama-oncology	jama	JAMA	17	no	depth	field	international
jama-oncology	annals-of-oncology	Annals of Oncology	2	yes	breadth	field	international
jama-pediatrics	jama	JAMA	17	no	depth	field	international
jama-psychiatry	jama	JAMA	18	no	depth	field	international
jama-surgery	jama	JAMA	17	no	depth	field	international
joint-international-conference-on-computational-linguistics-language-resources-and-evaluation	international-conference-on-computational-linguistics	International Conference on Computational Linguistics	5	yes	breadth	field	international
joint-international-conference-on-computational-linguistics-language-resources-and-evaluation	acl	ACL	3	no	depth	field	international
joint-international-conference-on-computational-linguistics-language-resources-and-evaluation	international-natural-language-generation-conference	International Natural Language Generation Conference	2	yes	breadth	field	international
journal-of-accounting-and-economics	journal-of-economic-literature	Journal of Economic Literature	24	no	depth	field	international
journal-of-accounting-and-economics	the-accounting-review	The Accounting Review	21	yes	depth	top-3 accounting	international
journal-of-accounting-and-economics	journal-of-accounting-research	Journal of Accounting Research	20	yes	depth	top-3 accounting	international
journal-of-accounting-and-economics	journal-of-financial-economics	Journal of Financial Economics	11	no	depth	top-3 finance	international
journal-of-accounting-and-economics	review-of-accounting-studies	Review of Accounting Studies	6	yes	depth	field	international
journal-of-accounting-research	accounting-research	Accounting Research	23	yes	depth	field	china
journal-of-accounting-research	the-accounting-review	The Accounting Review	15	yes	depth	top-3 accounting	international
journal-of-accounting-research	contemporary-accounting-research	Contemporary Accounting Research	14	yes	depth	field	international
journal-of-agrotechnical-economics	economic-problems	经济问题	6	yes	breadth	field	china
journal-of-agrotechnical-economics	issues-in-agricultural-economy	农业经济问题	5	yes	breadth	field	china
journal-of-applied-psychology	academy-of-management-journal	Academy of Management Journal	11	no	depth	FT50 / UTD24	international
journal-of-banking-and-finance	journal-of-economic-literature	Journal of Economic Literature	6	no	depth	field	international
journal-of-banking-and-finance	journal-of-financial-intermediation	Journal of Financial Intermediation	5	yes	depth	field	international
journal-of-banking-and-finance	journal-of-corporate-finance	Journal of Corporate Finance	3	yes	depth	field	international
journal-of-banking-and-finance	journal-of-financial-and-quantitative-analysis	Journal of Financial and Quantitative Analysis	2	yes	depth	field	international
journal-of-business-and-economic-statistics	econometric-theory	Econometric Theory	5	yes	depth	field	international
journal-of-business-and-economic-statistics	journal-of-econometrics	Journal of Econometrics	5	yes	depth	field	international
journal-of-business-and-economic-statistics	quantitative-economics	Quantitative Economics	5	no	depth	field	international
journal-of-business-economics	management-science-cn	管理科学	2	no	breadth	field	china
journal-of-business-venturing	academy-of-management-journal	Academy of Management Journal	7	no	depth	FT50 / UTD24	international
journal-of-business-venturing	entrepreneurship-theory-and-practice	Entrepreneurship Theory and Practice	6	yes	depth	field	international
journal-of-business-venturing	strategic-management-journal	Strategic Management Journal	2	no	depth	FT50 / UTD24	international
journal-of-cad-and-computer-graphics	chinese-journal-of-computers	Chinese Journal of Computers	2	yes	depth	field	international
journal-of-cad-and-computer-graphics	cvpr	CVPR	2	no	depth	field	international
journal-of-cad-and-computer-graphics	siggraph	SIGGRAPH	2	no	depth	field	international
journal-of-clinical-endocrinology-and-metabolism	the-lancet	The Lancet	2	no	breadth	field	international
journal-of-clinical-investigation	nature-medicine	Nature Medicine	2	yes	breadth	field	international
journal-of-communication	communication-research	Communication Research	10	yes	depth	field	international
journal-of-consumer-psychology	journal-of-consumer-research	Journal of Consumer Research	23	yes	depth	FT50 / UTD24	international
journal-of-consumer-psychology	journal-of-marketing-research	Journal of Marketing Research	15	yes	depth	FT50 / UTD24	international
journal-of-consumer-psychology	psychological-science	Psychological Science	9	no	depth	field	international
journal-of-consumer-psychology	marketing-science	Marketing Science	7	yes	depth	FT50 / UTD24	international
journal-of-consumer-psychology	journal-of-marketing	Journal of Marketing	4	yes	depth	FT50 / UTD24	international
journal-of-consumer-psychology	journal-of-economic-perspectives	Journal of Economic Perspectives	2	no	depth	field	international
journal-of-consumer-psychology	journal-of-personality-and-social-psychology	Journal of Personality and Social Psychology	2	no	depth	flagship psych	international
journal-of-consumer-research	journal-of-consumer-psychology	Journal of Consumer Psychology	17	yes	depth	field	international
journal-of-consumer-research	journal-of-marketing-research	Journal of Marketing Research	15	yes	depth	FT50 / UTD24	international
journal-of-consumer-research	marketing-science	Marketing Science	3	yes	depth	FT50 / UTD24	international
journal-of-corporate-finance	contemporary-accounting-research	Contemporary Accounting Research	6	no	depth	field	international
journal-of-corporate-finance	acm-interactive-surfaces-and-spaces	ACM Interactive Surfaces and Spaces	4	no	breadth	field	international
journal-of-corporate-finance	journal-of-financial-economics	Journal of Financial Economics	2	yes	depth	top-3 finance	international
journal-of-development-economics	american-economic-review	American Economic Review	11	no	breadth	field	international
journal-of-development-economics	world-development	World Development	5	no	depth	field	international
journal-of-development-economics	journal-of-economic-literature	Journal of Economic Literature	2	no	depth	field	international
journal-of-ecology	ecology-letters	Ecology Letters	2	yes	breadth	field	international
journal-of-ecology	functional-ecology	Functional Ecology	2	yes	breadth	field	international
journal-of-econometrics	econometric-theory	Econometric Theory	5	yes	depth	field	international
journal-of-econometrics	journal-of-business-and-economic-statistics	Journal of Business and Economic Statistics	5	yes	depth	field	international
journal-of-econometrics	quantitative-economics	Quantitative Economics	5	no	depth	field	international
journal-of-economic-behavior-and-organization	games-and-economic-behavior	Games and Economic Behavior	11	no	depth	field	international
journal-of-economic-behavior-and-organization	journal-of-economic-literature	Journal of Economic Literature	11	no	depth	field	international
journal-of-economic-behavior-and-organization	experimental-economics	Experimental Economics	5	no	depth	field	international
journal-of-economic-behavior-and-organization	journal-of-economic-perspectives	Journal of Economic Perspectives	3	no	depth	field	international
journal-of-economic-behavior-and-organization	management-science	Management Science	3	no	depth	FT50 / UTD24	international
journal-of-economic-behavior-and-organization	journal-of-public-economics	Journal of Public Economics	2	no	depth	field	international
journal-of-economic-geography	journal-of-urban-economics	Journal of Urban Economics	19	no	depth	field	international
journal-of-economic-geography	journal-of-international-economics	Journal of International Economics	11	no	depth	field	international
journal-of-economic-geography	journal-of-economic-literature	Journal of Economic Literature	9	no	depth	field	international
journal-of-economic-geography	siam-international-conference-on-data-mining	SIAM International Conference on Data Mining	7	no	breadth	field	international
journal-of-economic-growth	journal-of-economic-literature	Journal of Economic Literature	10	no	depth	field	international
journal-of-economic-literature	journal-of-economic-perspectives	Journal of Economic Perspectives	8	yes	depth	field	international
journal-of-economic-literature	american-economic-review	American Economic Review	2	no	breadth	field	international
journal-of-economic-literature	annual-review-of-economics	Annual Review of Economics	2	yes	depth	field	international
journal-of-economic-perspectives	journal-of-economic-literature	Journal of Economic Literature	27	yes	depth	field	international
journal-of-economic-perspectives	journal-of-political-economy	Journal of Political Economy	2	yes	depth	top-5 econ	international
journal-of-economic-theory	quarterly-journal-of-economics	Quarterly Journal of Economics	4	no	depth	top-5 econ	international
journal-of-educational-psychology	journal-of-economic-perspectives	Journal of Economic Perspectives	63	no	depth	field	international
journal-of-educational-psychology	american-educational-research-journal	American Educational Research Journal	2	no	depth	field	international
journal-of-educational-psychology	review-of-educational-research	Review of Educational Research	2	no	depth	field	international
journal-of-empirical-finance	journal-of-economic-literature	Journal of Economic Literature	2	no	depth	field	international
journal-of-environmental-economics-and-management	economic-policy	Economic Policy	5	no	depth	field	international
journal-of-environmental-economics-and-management	journal-of-public-economics	Journal of Public Economics	4	no	depth	field	international
journal-of-environmental-economics-and-management	nature-climate-change	Nature Climate Change	3	no	breadth	field	international
journal-of-environmental-economics-and-management	aej-economic-policy	AEJ Economic Policy	2	no	depth	field	international
journal-of-environmental-economics-and-management	journal-of-economic-literature	Journal of Economic Literature	2	no	depth	field	international
journal-of-finance	journal-of-financial-economics	Journal of Financial Economics	24	yes	depth	top-3 finance	international
journal-of-finance	review-of-financial-studies	Review of Financial Studies	15	yes	depth	top-3 finance	international
journal-of-finance-and-economics	journal-of-finance	Journal of Finance	7	no	depth	top-3 finance	international
journal-of-finance-and-economics	journal-of-economic-literature	Journal of Economic Literature	3	no	depth	field	international
journal-of-financial-economics	review-of-financial-studies	Review of Financial Studies	22	yes	depth	top-3 finance	international
journal-of-financial-economics	journal-of-finance	Journal of Finance	4	yes	depth	top-3 finance	international
journal-of-financial-economics	journal-of-economic-literature	Journal of Economic Literature	2	no	depth	field	international
journal-of-financial-intermediation	journal-of-banking-and-finance	Journal of Banking and Finance	3	yes	depth	field	international
journal-of-financial-intermediation	american-economic-review	American Economic Review	2	no	breadth	field	international
journal-of-financial-intermediation	journal-of-financial-economics	Journal of Financial Economics	2	yes	depth	top-3 finance	international
journal-of-financial-markets	review-of-financial-studies	Review of Financial Studies	20	yes	depth	top-3 finance	international
journal-of-financial-markets	journal-of-financial-economics	Journal of Financial Economics	14	yes	depth	top-3 finance	international
journal-of-financial-markets	journal-of-financial-and-quantitative-analysis	Journal of Financial and Quantitative Analysis	8	yes	depth	field	international
journal-of-financial-markets	journal-of-finance	Journal of Finance	3	yes	depth	top-3 finance	international
journal-of-financial-markets	journal-of-economic-literature	Journal of Economic Literature	2	no	depth	field	international
journal-of-financial-markets	management-science	Management Science	2	no	depth	FT50 / UTD24	international
journal-of-financial-research	journal-of-economic-literature	Journal of Economic Literature	13	no	depth	field	international
journal-of-financial-research	management-review	管理评论	2	no	breadth	field	china
journal-of-geophysical-research-atmospheres	atmospheric-chemistry-and-physics	Atmospheric Chemistry and Physics	2	yes	breadth	field	international
journal-of-health-economics	journal-of-public-economics	Journal of Public Economics	6	no	depth	field	international
journal-of-health-economics	economic-policy	Economic Policy	5	no	depth	field	international
journal-of-health-economics	journal-of-economic-literature	Journal of Economic Literature	4	no	depth	field	international
journal-of-health-economics	the-english-historical-review	The English Historical Review	4	no	breadth	field	international
journal-of-health-economics	aej-economic-policy	AEJ Economic Policy	2	no	depth	field	international
journal-of-hepatology	hepatology	Hepatology	11	yes	breadth	field	international
journal-of-high-energy-physics	physical-review-d	Physical Review D	2	no	breadth	field	international
journal-of-industrial-engineering-and-engineering-management	management-science-cn	管理科学	4	no	breadth	field	china
journal-of-international-business-studies	strategic-management-journal	Strategic Management Journal	14	no	depth	FT50 / UTD24	international
journal-of-international-business-studies	academy-of-management-journal	Academy of Management Journal	9	no	depth	FT50 / UTD24	international
journal-of-international-business-studies	journal-of-management	Journal of Management	5	no	depth	field	international
journal-of-international-economics	american-economic-review	American Economic Review	10	no	breadth	field	international
journal-of-international-economics	quarterly-journal-of-economics	Quarterly Journal of Economics	10	no	depth	top-5 econ	international
journal-of-international-economics	econometrica	Econometrica	8	no	depth	top-5 econ	international
journal-of-international-economics	journal-of-political-economy	Journal of Political Economy	8	no	depth	top-5 econ	international
journal-of-international-economics	journal-of-development-economics	Journal of Development Economics	6	no	depth	field	international
journal-of-international-economics	journal-of-monetary-economics	Journal of Monetary Economics	6	no	depth	field	international
journal-of-international-economics	journal-of-economic-literature	Journal of Economic Literature	2	no	depth	field	international
journal-of-international-economics	review-of-economic-studies	Review of Economic Studies	2	no	depth	top-5 econ	international
journal-of-international-marketing	journal-of-international-business-studies	Journal of International Business Studies	9	no	depth	field	international
journal-of-international-marketing	journal-of-marketing	Journal of Marketing	5	yes	depth	FT50 / UTD24	international
journal-of-international-marketing	journal-of-consumer-research	Journal of Consumer Research	3	yes	depth	FT50 / UTD24	international
journal-of-international-marketing	journal-of-consumer-psychology	Journal of Consumer Psychology	2	yes	depth	field	international
journal-of-international-marketing	journal-of-the-academy-of-marketing-science	Journal of the Academy of Marketing Science	2	yes	depth	field	international
journal-of-international-money-and-finance	journal-of-monetary-economics	Journal of Monetary Economics	22	no	depth	field	international
journal-of-international-money-and-finance	journal-of-international-economics	Journal of International Economics	21	no	depth	field	international
journal-of-international-money-and-finance	journal-of-money-credit-and-banking	Journal of Money Credit and Banking	20	yes	depth	field	international
journal-of-international-money-and-finance	journal-of-financial-economics	Journal of Financial Economics	19	yes	depth	top-3 finance	international
journal-of-international-money-and-finance	journal-of-economic-literature	Journal of Economic Literature	12	no	depth	field	international
journal-of-jiangxi-university-of-finance-and-economics	contemporary-finance-and-economics	当代财经	2	yes	breadth	field	china
journal-of-labor-economics	american-economic-review	American Economic Review	8	no	breadth	field	international
journal-of-labor-economics	comparative-political-studies	Comparative Political Studies	8	no	depth	field	international
journal-of-law-and-economics	journal-of-law-economics-and-organization	Journal of Law Economics and Organization	22	yes	depth	field	international
journal-of-law-and-economics	journal-of-public-economics	Journal of Public Economics	2	no	depth	field	international
journal-of-law-economics-and-organization	journal-of-law-and-economics	Journal of Law and Economics	30	yes	depth	field	international
journal-of-law-economics-and-organization	organization-science	Organization Science	9	no	depth	field	international
journal-of-law-economics-and-organization	journal-of-economic-literature	Journal of Economic Literature	3	no	depth	field	international
journal-of-machine-learning-research	neurips	NeurIPS	2	no	depth	field	international
journal-of-management	academy-of-management-journal	Academy of Management Journal	20	yes	depth	FT50 / UTD24	international
journal-of-management	strategic-management-journal	Strategic Management Journal	15	yes	depth	FT50 / UTD24	international
journal-of-management	journal-of-management-studies	Journal of Management Studies	14	yes	depth	field	international
journal-of-management	organization-science	Organization Science	5	yes	depth	field	international
journal-of-management-information-systems	information-systems-research	Information Systems Research	24	yes	depth	FT50 / UTD24	international
journal-of-management-information-systems	journal-of-management	Journal of Management	18	no	depth	field	international
journal-of-management-information-systems	journal-of-the-association-for-information-systems	Journal of the Association for Information Systems	11	yes	depth	field	international
journal-of-management-information-systems	management-science	Management Science	10	no	depth	FT50 / UTD24	international
journal-of-management-information-systems	mis-quarterly	MIS Quarterly	2	yes	depth	FT50 / UTD24	international
journal-of-management-sciences-in-china	management-science-cn	管理科学	39	no	breadth	field	china
journal-of-management-sciences-in-china	journal-of-management	Journal of Management	14	no	depth	field	international
journal-of-management-sciences-in-china	management-review	管理评论	8	no	breadth	field	china
journal-of-management-studies	journal-of-management	Journal of Management	20	yes	depth	field	international
journal-of-management-studies	academy-of-management-journal	Academy of Management Journal	11	yes	depth	FT50 / UTD24	international
journal-of-management-studies	strategic-management-journal	Strategic Management Journal	11	yes	depth	FT50 / UTD24	international
journal-of-management-studies	organization-studies	Organization Studies	8	yes	depth	field	international
journal-of-management-studies	academy-of-management-review	Academy of Management Review	6	yes	depth	FT50 / UTD24	international
journal-of-management-world	american-economic-review	American Economic Review	12	no	breadth	field	international
journal-of-marketing	journal-of-marketing-research	Journal of Marketing Research	16	yes	depth	FT50 / UTD24	international
journal-of-marketing	marketing-science	Marketing Science	14	yes	depth	FT50 / UTD24	international
journal-of-marketing	journal-of-consumer-research	Journal of Consumer Research	11	yes	depth	FT50 / UTD24	international
journal-of-marketing-research	journal-of-marketing	Journal of Marketing	41	yes	depth	FT50 / UTD24	international
journal-of-marketing-research	marketing-science	Marketing Science	19	yes	depth	FT50 / UTD24	international
journal-of-marketing-research	journal-of-consumer-research	Journal of Consumer Research	18	yes	depth	FT50 / UTD24	international
journal-of-marketing-research	academy-of-management-journal	Academy of Management Journal	2	no	depth	FT50 / UTD24	international
journal-of-marriage-and-family	demography	Demography	7	no	depth	field	international
journal-of-marriage-and-family	social-forces	Social Forces	5	no	depth	field	international
journal-of-monetary-economics	journal-of-economic-literature	Journal of Economic Literature	13	no	depth	field	international
journal-of-monetary-economics	journal-of-international-economics	Journal of International Economics	10	no	depth	field	international
journal-of-monetary-economics	review-of-economic-dynamics	Review of Economic Dynamics	10	yes	depth	field	international
journal-of-monetary-economics	econometrica	Econometrica	4	no	depth	top-5 econ	international
journal-of-monetary-economics	quarterly-journal-of-economics	Quarterly Journal of Economics	2	no	depth	top-5 econ	international
journal-of-money-credit-and-banking	journal-of-monetary-economics	Journal of Monetary Economics	21	no	depth	field	international
journal-of-money-credit-and-banking	review-of-economic-dynamics	Review of Economic Dynamics	10	no	depth	field	international
journal-of-money-credit-and-banking	journal-of-financial-intermediation	Journal of Financial Intermediation	4	yes	depth	field	international
journal-of-money-credit-and-banking	journal-of-finance	Journal of Finance	2	yes	depth	top-3 finance	international
journal-of-money-credit-and-banking	journal-of-financial-economics	Journal of Financial Economics	2	yes	depth	top-3 finance	international
journal-of-money-credit-and-banking	review-of-financial-studies	Review of Financial Studies	2	yes	depth	top-3 finance	international
journal-of-operations-management	management-science	Management Science	3	yes	depth	FT50 / UTD24	international
journal-of-operations-management	manufacturing-and-service-operations-management	Manufacturing and Service Operations Management	3	yes	depth	field	international
journal-of-operations-management	operations-research	Operations Research	3	yes	depth	FT50 / UTD24	international
journal-of-personality-and-social-psychology	psychological-science	Psychological Science	7	yes	depth	field	international
journal-of-policy-analysis-and-management	economic-policy	Economic Policy	3	no	depth	field	international
journal-of-policy-analysis-and-management	journal-of-public-administration-research-and-theory	Journal of Public Administration Research and Theory	3	no	depth	field	international
journal-of-policy-analysis-and-management	public-administration-review	Public Administration Review	3	no	depth	field	international
journal-of-political-economy	econometrica	Econometrica	7	no	depth	top-5 econ	international
journal-of-political-economy	quarterly-journal-of-economics	Quarterly Journal of Economics	6	yes	depth	top-5 econ	international
journal-of-political-economy	american-economic-review	American Economic Review	5	no	breadth	field	international
journal-of-political-economy	journal-of-economic-literature	Journal of Economic Literature	4	yes	depth	field	international
journal-of-politics	american-journal-of-political-science	American Journal of Political Science	15	yes	depth	top-3 polisci	international
journal-of-politics	american-political-science-review	American Political Science Review	14	yes	depth	top-3 polisci	international
journal-of-politics	world-politics	World Politics	6	yes	depth	field	international
journal-of-public-administration-research-and-theory	public-administration-review	Public Administration Review	23	yes	depth	field	international
journal-of-public-administration-research-and-theory	journal-of-policy-analysis-and-management	Journal of Policy Analysis and Management	19	no	depth	field	international
journal-of-public-economics	aej-economic-policy	AEJ Economic Policy	5	no	depth	field	international
journal-of-public-economics	economic-policy	Economic Policy	5	no	depth	field	international
journal-of-public-economics	journal-of-development-economics	Journal of Development Economics	5	no	depth	field	international
journal-of-public-economics	journal-of-international-economics	Journal of International Economics	5	no	depth	field	international
journal-of-public-management	chinese-journal-of-management	管理学报	10	yes	breadth	field	china
journal-of-public-management	management-science-cn	管理科学	3	no	breadth	field	china
journal-of-public-policy-and-marketing	journal-of-consumer-psychology	Journal of Consumer Psychology	14	yes	depth	field	international
journal-of-public-policy-and-marketing	journal-of-consumer-research	Journal of Consumer Research	8	yes	depth	FT50 / UTD24	international
journal-of-public-policy-and-marketing	journal-of-marketing-research	Journal of Marketing Research	5	yes	depth	FT50 / UTD24	international
journal-of-public-policy-and-marketing	journal-of-policy-analysis-and-management	Journal of Policy Analysis and Management	2	no	depth	field	international
journal-of-risk-and-uncertainty	experimental-economics	Experimental Economics	14	no	depth	field	international
journal-of-risk-and-uncertainty	journal-of-economic-behavior-and-organization	Journal of Economic Behavior and Organization	13	no	depth	field	international
journal-of-risk-and-uncertainty	management-science	Management Science	4	no	depth	FT50 / UTD24	international
journal-of-risk-and-uncertainty	games-and-economic-behavior	Games and Economic Behavior	3	no	depth	field	international
journal-of-risk-and-uncertainty	journal-of-economic-literature	Journal of Economic Literature	2	no	depth	field	international
journal-of-shanxi-university-of-finance-and-economics	business-management-journal	经济管理	2	no	breadth	field	china
journal-of-software	fse	FSE	3	no	depth	field	international
journal-of-software	icse	ICSE	3	no	depth	field	international
journal-of-software	chinese-journal-of-computers	Chinese Journal of Computers	2	yes	depth	field	international
journal-of-systems-engineering	management-science-cn	管理科学	6	no	breadth	field	china
journal-of-systems-engineering	systems-engineering-theory-and-practice	系统工程理论与实践	4	no	breadth	field	china
journal-of-systems-engineering	journal-of-management	Journal of Management	2	no	depth	field	international
journal-of-systems-engineering	management-science	Management Science	2	no	depth	FT50 / UTD24	international
journal-of-the-academy-of-marketing-science	marketing-science	Marketing Science	30	yes	depth	FT50 / UTD24	international
journal-of-the-academy-of-marketing-science	journal-of-marketing-research	Journal of Marketing Research	14	yes	depth	FT50 / UTD24	international
journal-of-the-academy-of-marketing-science	journal-of-consumer-research	Journal of Consumer Research	11	yes	depth	FT50 / UTD24	international
journal-of-the-academy-of-marketing-science	journal-of-marketing	Journal of Marketing	6	yes	depth	FT50 / UTD24	international
journal-of-the-acm	acm-conference-on-computer-and-communications-security	ACM Conference on Computer and Communications Security	5	no	breadth	field	international
journal-of-the-acm	acm-ieee-symposium-on-logic-in-computer-science	ACM/IEEE Symposium on Logic in Computer Science	2	no	breadth	field	international
journal-of-the-acm	focs	FOCS	2	no	depth	field	international
journal-of-the-acm	soda	SODA	2	no	depth	field	international
journal-of-the-acm	stoc	STOC	2	no	depth	field	international
journal-of-the-american-chemical-society	acs-central-science	ACS Central Science	5	no	breadth	field	international
journal-of-the-american-college-of-cardiology	circulation	Circulation	3	yes	breadth	field	international
journal-of-the-association-for-information-systems	information-systems-research	Information Systems Research	17	yes	depth	FT50 / UTD24	international
journal-of-the-association-for-information-systems	journal-of-management-information-systems	Journal of Management Information Systems	12	yes	depth	field	international
journal-of-the-association-for-information-systems	management-science	Management Science	5	no	depth	FT50 / UTD24	international
journal-of-the-association-for-information-systems	mis-quarterly	MIS Quarterly	2	yes	depth	FT50 / UTD24	international
journal-of-the-european-economic-association	european-economic-review	European Economic Review	11	yes	depth	field	international
journal-of-the-european-economic-association	the-economic-journal	The Economic Journal	5	yes	depth	field	international
journal-of-urban-economics	journal-of-economic-geography	Journal of Economic Geography	3	no	depth	field	international
journal-of-urban-economics	journal-of-public-economics	Journal of Public Economics	3	no	depth	field	international
journal-of-urban-economics	the-journal-of-roman-studies	The Journal of Roman Studies	2	no	breadth	field	international
journal-of-world-economy	journal-of-economic-literature	Journal of Economic Literature	4	no	depth	field	international
journal-of-world-economy	economic-problems	经济问题	2	no	breadth	field	china
journal-of-world-economy	world-economic-studies	世界经济研究	2	no	breadth	field	china
journal-on-communications	acta-electronica-sinica	Acta Electronica Sinica	2	yes	depth	field	international
journal-on-communications	infocom	INFOCOM	2	no	depth	field	international
kdd	icdm	ICDM	7	yes	depth	field	international
kdd	vldb	VLDB	6	yes	depth	field	international
kdd	wsdm	WSDM	6	yes	depth	field	international
kdd	siam-international-conference-on-data-mining	SIAM International Conference on Data Mining	5	no	breadth	field	international
kdd	icml	ICML	4	yes	depth	field	international
kdd	neurips	NeurIPS	4	yes	depth	field	international
kdd	recsys	RecSys	4	yes	depth	field	international
kdd	sigmod	SIGMOD	4	yes	depth	field	international
lancet	the-lancet	The Lancet	63	yes	breadth	field	international
lancet	nejm	NEJM	12	yes	depth	field	international
lancet	jama	JAMA	9	yes	depth	field	international
lancet	pnas	PNAS	2	no	depth	field	international
language-linguistic-society	natural-language-and-linguistic-theory	Natural Language & Linguistic Theory	4	no	breadth	field	international
management-review	management-science-cn	管理科学	5	no	breadth	field	china
management-science	operations-research	Operations Research	23	yes	depth	FT50 / UTD24	international
management-science	marketing-science	Marketing Science	18	no	depth	FT50 / UTD24	international
management-science	manufacturing-and-service-operations-management	Manufacturing and Service Operations Management	11	yes	depth	field	international
management-science	organization-science	Organization Science	5	no	depth	field	international
management-science-cn	management-science	Management Science	4	yes	depth	FT50 / UTD24	international
manufacturing-and-service-operations-management	management-science	Management Science	9	yes	depth	FT50 / UTD24	international
manufacturing-and-service-operations-management	operations-research	Operations Research	9	yes	depth	FT50 / UTD24	international
manufacturing-and-service-operations-management	production-and-operations-management	Production and Operations Management	8	yes	depth	field	international
marketing-science	management-science	Management Science	20	no	depth	FT50 / UTD24	international
marketing-science	journal-of-marketing-research	Journal of Marketing Research	19	yes	depth	FT50 / UTD24	international
marketing-science	journal-of-consumer-research	Journal of Consumer Research	14	yes	depth	FT50 / UTD24	international
marketing-science	journal-of-marketing	Journal of Marketing	10	yes	depth	FT50 / UTD24	international
mathematical-finance	journal-of-economic-literature	Journal of Economic Literature	2	no	depth	field	international
matter	advanced-materials	Advanced Materials	2	no	depth	field	international
matter	nature-materials	Nature Materials	2	yes	breadth	field	international
micro	isca	ISCA	20	yes	depth	field	international
micro	asplos	ASPLOS	18	yes	depth	field	international
micro	hpca	HPCA	15	yes	depth	field	international
micro	dac	DAC	3	yes	depth	field	international
micro	mlsys	MLSys	3	yes	depth	field	international
mining-software-repositories	icse	ICSE	3	no	depth	field	international
mining-software-repositories	fse	FSE	2	no	depth	field	international
mining-software-repositories	icsme	ICSME	2	no	depth	field	international
mining-software-repositories	issta	ISSTA	2	no	depth	field	international
mis-quarterly	information-systems-research	Information Systems Research	9	yes	depth	FT50 / UTD24	international
mis-quarterly	journal-of-management-information-systems	Journal of Management Information Systems	9	yes	depth	field	international
mis-quarterly	journal-of-management	Journal of Management	5	no	depth	field	international
mis-quarterly	management-science	Management Science	5	no	depth	FT50 / UTD24	international
mis-quarterly	journal-of-the-association-for-information-systems	Journal of the Association for Information Systems	4	yes	depth	field	international
mlsys	asplos	ASPLOS	9	yes	depth	field	international
mlsys	nsdi	NSDI	9	yes	depth	field	international
mlsys	osdi	OSDI	9	yes	depth	field	international
